epoch,train_loss,train_correlation_loss,train_weighted_correlation_loss,train_grad_norm,skipped_optimizer_steps,skipped_nonfinite_losses,val_dice_wt,val_dice_tc,val_dice_et,val_mean_dice,full_val_dice_wt,full_val_dice_tc,full_val_dice_et,full_val_mean_dice,selection_mean_dice,lr,early_stop_counter
256,0.170162,,,0.204505,0,0,0.9303,0.9279,0.8944,0.9175,,,,,,0.0005,0
257,0.172975,,,0.222626,0,0,0.9292,0.9279,0.8973,0.9181,,,,,,0.0005,0
258,0.170687,,,0.225603,0,0,0.9291,0.9239,0.8920,0.9150,,,,,,0.0005,0
259,0.171707,,,0.213029,0,0,0.9335,0.9142,0.8895,0.9124,,,,,,0.0005,0
260,0.163129,,,0.221774,0,0,0.9372,0.9286,0.8981,0.9213,0.9434,0.9335,0.9090,0.9286,0.9286,0.0005,1
261,0.159925,,,0.199099,0,0,0.9333,0.9297,0.8953,0.9194,,,,,,0.0005,1
262,0.157873,,,0.196154,0,0,0.9258,0.9290,0.8963,0.9171,,,,,,0.0005,1
263,0.172484,,,0.229794,0,0,0.9303,0.9251,0.8941,0.9165,,,,,,0.0005,1
264,0.160931,,,0.200573,0,0,0.9251,0.9257,0.8942,0.9150,,,,,,0.0005,1
265,0.175653,,,0.241867,0,0,0.9302,0.9295,0.8957,0.9184,,,,,,0.0005,1
266,0.167829,,,0.219358,0,0,0.9353,0.9309,0.8962,0.9208,,,,,,0.0005,1
267,0.165270,,,0.208587,0,0,0.9328,0.9277,0.8954,0.9186,,,,,,0.0005,1
268,0.170310,,,0.235948,0,0,0.9334,0.9160,0.8847,0.9114,,,,,,0.0005,1
269,0.169943,,,0.225458,0,0,0.9340,0.9214,0.8934,0.9163,,,,,,0.0005,1
270,0.165784,,,0.221055,0,0,0.9310,0.9119,0.8802,0.9077,0.9442,0.9259,0.9035,0.9245,0.9245,0.0005,2
271,0.163026,,,0.205321,0,0,0.9361,0.9180,0.8936,0.9159,,,,,,0.0005,2
272,0.167798,,,0.223802,0,0,0.9388,0.9215,0.8867,0.9157,,,,,,0.0005,2
273,0.164388,,,0.216159,0,0,0.9306,0.9253,0.8971,0.9177,,,,,,0.0005,2
274,0.176768,,,0.299980,0,0,0.9324,0.9307,0.8931,0.9187,,,,,,0.0005,2
275,0.167344,,,0.209345,0,0,0.9344,0.9218,0.8930,0.9164,,,,,,0.0005,2
276,0.161010,,,0.217814,0,0,0.9340,0.9244,0.8958,0.9181,,,,,,0.0005,2
277,0.157172,,,0.213141,0,0,0.9377,0.9305,0.8966,0.9216,,,,,,0.0005,2
278,0.171622,,,0.205084,0,0,0.9312,0.9260,0.8953,0.9175,,,,,,0.0005,2
279,0.170922,,,0.241620,0,0,0.9356,0.9244,0.8936,0.9179,,,,,,0.0005,2
280,0.168199,,,0.211943,0,0,0.9339,0.9340,0.9012,0.9231,0.9434,0.9376,0.9099,0.9303,0.9303,0.0005,3
281,0.165240,,,0.235192,0,0,0.9338,0.9200,0.8876,0.9138,,,,,,0.0005,3
282,0.182485,,,0.257895,0,0,0.9324,0.9305,0.8913,0.9181,,,,,,0.0005,3
283,0.165654,,,0.223963,0,0,0.9383,0.9204,0.8918,0.9168,,,,,,0.0005,3
284,0.156019,,,0.188652,0,0,0.9342,0.9240,0.8921,0.9168,,,,,,0.0005,3
285,0.167644,,,0.224286,0,0,0.9369,0.9265,0.8949,0.9194,,,,,,0.0005,3
286,0.160512,,,0.213306,0,0,0.9302,0.9321,0.9009,0.9211,,,,,,0.0005,3
287,0.174295,,,0.263681,0,0,0.9347,0.9254,0.8979,0.9194,,,,,,0.0005,3
288,0.156906,,,0.186740,0,0,0.9306,0.9251,0.8991,0.9182,,,,,,0.0005,3
289,0.168636,,,0.237371,0,0,0.9254,0.9250,0.8942,0.9148,,,,,,0.0005,3
290,0.158325,,,0.200501,0,0,0.9323,0.9232,0.8951,0.9169,0.9418,0.9310,0.9077,0.9268,0.9268,0.00025,4
291,0.167190,,,0.208317,0,0,0.9345,0.9335,0.9010,0.9230,,,,,,0.00025,4
292,0.159018,,,0.184476,0,0,0.9384,0.9259,0.8963,0.9202,,,,,,0.00025,4
293,0.152040,,,0.183804,0,0,0.9375,0.9304,0.9000,0.9226,,,,,,0.00025,4
294,0.150157,,,0.177401,0,0,0.9364,0.9250,0.8981,0.9198,,,,,,0.00025,4
295,0.163630,,,0.210274,0,0,0.9376,0.9304,0.9005,0.9228,,,,,,0.00025,4
296,0.148294,,,0.185043,0,0,0.9348,0.9352,0.9032,0.9244,,,,,,0.00025,4
297,0.157126,,,0.212047,0,0,0.9344,0.9336,0.9029,0.9236,,,,,,0.00025,4
298,0.163014,,,0.206909,0,0,0.9336,0.9221,0.8984,0.9180,,,,,,0.00025,4
299,0.152737,,,0.208314,0,0,0.9335,0.9319,0.9001,0.9218,,,,,,0.00025,4
300,0.154604,,,0.201712,0,0,0.9395,0.9251,0.8968,0.9205,0.9466,0.9307,0.9061,0.9278,0.9278,0.00025,5
