epoch,train_loss,train_correlation_loss,train_weighted_correlation_loss,train_grad_norm,skipped_optimizer_steps,skipped_nonfinite_losses,val_dice_wt,val_dice_tc,val_dice_et,val_mean_dice,full_val_dice_wt,full_val_dice_tc,full_val_dice_et,full_val_mean_dice,selection_mean_dice,lr,early_stop_counter
257,0.156504,,,0.246629,0,0,0.9393,0.9310,0.8998,0.9234,,,,,,0.00025,4
258,0.153420,,,0.238274,0,0,0.9390,0.9262,0.8964,0.9205,,,,,,0.00025,4
259,0.155091,,,0.236380,0,0,0.9433,0.9250,0.8944,0.9209,,,,,,0.00025,4
260,0.144843,,,0.215514,0,0,0.9432,0.9295,0.8998,0.9242,0.9457,0.9348,0.9130,0.9312,0.9312,0.00025,0
261,0.144187,,,0.209708,0,0,0.9416,0.9279,0.8982,0.9225,,,,,,0.00025,0
262,0.146334,,,0.230689,0,0,0.9441,0.9301,0.8985,0.9242,,,,,,0.00025,0
263,0.158363,,,0.260832,0,0,0.9431,0.9228,0.8961,0.9207,,,,,,0.00025,0
264,0.146739,,,0.225495,0,0,0.9417,0.9240,0.8948,0.9202,,,,,,0.00025,0
265,0.154648,,,0.238764,0,0,0.9418,0.9315,0.9013,0.9248,,,,,,0.00025,0
266,0.149727,,,0.222412,0,0,0.9416,0.9261,0.8977,0.9218,,,,,,0.00025,0
267,0.149738,,,0.216682,0,0,0.9393,0.9205,0.8923,0.9174,,,,,,0.00025,0
268,0.149858,,,0.207772,0,0,0.9445,0.9305,0.9013,0.9254,,,,,,0.00025,0
269,0.149166,,,0.207102,0,0,0.9429,0.9290,0.8992,0.9237,,,,,,0.00025,0
270,0.146648,,,0.213902,0,0,0.9432,0.9293,0.8993,0.9239,0.9424,0.9265,0.9078,0.9256,0.9256,0.00025,1
271,0.145327,,,0.194542,0,0,0.9420,0.9289,0.9008,0.9239,,,,,,0.00025,1
272,0.147732,,,0.226110,0,0,0.9426,0.9280,0.8985,0.9230,,,,,,0.00025,1
273,0.145363,,,0.215518,0,0,0.9415,0.9281,0.8969,0.9222,,,,,,0.00025,1
274,0.154257,,,0.279848,0,0,0.9426,0.9253,0.8938,0.9206,,,,,,0.00025,1
275,0.148461,,,0.224034,0,0,0.9358,0.9264,0.8973,0.9198,,,,,,0.00025,1
276,0.144350,,,0.225519,0,0,0.9437,0.9270,0.8958,0.9222,,,,,,0.00025,1
277,0.138674,,,0.199799,0,0,0.9415,0.9301,0.8997,0.9238,,,,,,0.00025,1
278,0.154492,,,0.228762,0,0,0.9384,0.9293,0.8983,0.9220,,,,,,0.00025,1
279,0.148456,,,0.210943,0,0,0.9436,0.9266,0.8969,0.9224,,,,,,0.00025,1
280,0.151072,,,0.212855,0,0,0.9355,0.9260,0.8951,0.9189,0.9399,0.9353,0.9116,0.9289,0.9289,0.00025,2
281,0.146173,,,0.232153,0,0,0.9434,0.9147,0.8872,0.9151,,,,,,0.00025,2
282,0.159117,,,0.265321,0,0,0.9429,0.9333,0.8959,0.9240,,,,,,0.00025,2
283,0.146653,,,0.236868,0,0,0.9449,0.9279,0.8995,0.9241,,,,,,0.00025,2
284,0.149202,,,0.276234,0,0,0.9333,0.9269,0.8976,0.9193,,,,,,0.00025,2
285,0.151214,,,0.246243,0,0,0.9388,0.9187,0.8892,0.9156,,,,,,0.00025,2
286,0.144072,,,0.230268,0,0,0.9422,0.9259,0.8942,0.9208,,,,,,0.00025,2
287,0.150990,,,0.248787,0,0,0.9411,0.9334,0.9023,0.9256,,,,,,0.00025,2
288,0.143144,,,0.189056,0,0,0.9390,0.9287,0.9001,0.9226,,,,,,0.00025,2
289,0.148873,,,0.216696,0,0,0.9436,0.9228,0.8946,0.9203,,,,,,0.00025,2
290,0.142391,,,0.228038,0,0,0.9427,0.9296,0.8990,0.9238,0.9428,0.9299,0.9096,0.9274,0.9274,0.00025,3
291,0.155527,,,0.246640,0,0,0.9384,0.9311,0.9016,0.9237,,,,,,0.00025,3
292,0.151360,,,0.237613,0,0,0.9427,0.9286,0.9001,0.9238,,,,,,0.00025,3
293,0.143242,,,0.241804,0,0,0.9419,0.9280,0.8960,0.9220,,,,,,0.00025,3
294,0.145276,,,0.200371,0,0,0.9411,0.9272,0.8977,0.9220,,,,,,0.00025,3
295,0.156470,,,0.271106,0,0,0.9438,0.9343,0.9023,0.9268,,,,,,0.00025,3
296,0.138860,,,0.213857,0,0,0.9426,0.9290,0.8997,0.9238,,,,,,0.00025,3
297,0.147426,,,0.247836,0,0,0.9401,0.9260,0.8953,0.9205,,,,,,0.00025,3
298,0.161034,,,0.260318,0,0,0.9413,0.9217,0.8942,0.9191,,,,,,0.00025,3
299,0.144723,,,0.246926,0,0,0.9415,0.9293,0.8987,0.9231,,,,,,0.00025,3
300,0.146080,,,0.228493,0,0,0.9435,0.9265,0.8927,0.9209,0.9445,0.9278,0.9058,0.9260,0.9260,0.000125,4
